,timestamp,CO2 HLR Inlet,CO2 HLR Exhaust
170,2025-07-24 15:00:00,2632.0,2463.0
171,2025-07-24 15:01:00,2630.5,2459.5
172,2025-07-24 15:02:00,2634.0,2456.0
173,2025-07-24 15:03:00,2634.5,2461.0
174,2025-07-24 15:04:00,2635.0,2460.0
175,2025-07-24 15:05:00,2628.0,2460.0
176,2025-07-24 15:06:00,2640.0,2462.5
177,2025-07-24 15:07:00,2642.5,2468.0
178,2025-07-24 15:08:00,2640.5,2469.0
179,2025-07-24 15:09:00,2637.0,2471.5
180,2025-07-24 15:10:00,2642.0,2478.0
181,2025-07-24 15:11:00,2642.5,2475.5
182,2025-07-24 15:12:00,2636.5,2475.0
183,2025-07-24 15:13:00,2638.0,2475.0
184,2025-07-24 15:14:00,2644.0,2481.5
185,2025-07-24 15:15:00,2641.0,2477.0
186,2025-07-24 15:16:00,2641.5,2475.5
187,2025-07-24 15:17:00,2643.0,2475.0
188,2025-07-24 15:18:00,2639.0,2478.0
189,2025-07-24 15:19:00,2636.5,2475.0
190,2025-07-24 15:20:00,2636.5,2477.5
191,2025-07-24 15:21:00,2636.0,2474.5
192,2025-07-24 15:22:00,2637.0,2473.5
193,2025-07-24 15:23:00,2636.0,2474.0
194,2025-07-24 15:24:00,2633.5,2474.0
195,2025-07-24 15:25:00,2641.5,2477.0
196,2025-07-24 15:26:00,2641.5,2482.0
197,2025-07-24 15:27:00,,2482.5
198,2025-07-24 15:28:00,2642.0,2485.0
199,2025-07-24 15:29:00,2643.0,2491.0
200,2025-07-24 15:30:00,2640.5,2495.0
201,2025-07-24 15:31:00,2642.0,2494.5
202,2025-07-24 15:32:00,2642.0,2494.0
203,2025-07-24 15:33:00,2641.5,2491.0
204,2025-07-24 15:34:00,2637.5,2483.0
205,2025-07-24 15:35:00,2637.0,2481.0
206,2025-07-24 15:36:00,2643.0,2486.0
207,2025-07-24 15:37:00,2639.5,2486.0
208,2025-07-24 15:38:00,2636.5,2475.0
209,2025-07-24 15:39:00,2634.5,2476.0
210,2025-07-24 15:40:00,2637.0,2480.0
